pid,ad_title,target_age_group,target_gender,target_mood,target_weather
ZOKYM920P8PMOEL9,winter jacket for adults bringing warmth in cold weather,65+,Male,Sad,cold
7YPWSB7GEGWNJPFC,waterproof boots for adults bringing warmth in rainy weather,65+,Male,Sad,rainy
KQO73IRV616RDCW4,ladies moisture cream for kids bringing delight in rainy weather,Kids,Female,Happy,rainy
OSPWTBWPOC7ZT497,windbreaker for young adults bringing delight in rainy weather,18-39,Male,Happy,rainy
S0X3KN1YUUCSH4IO,windbreaker for kids bringing delight in rainy weather,Kids,Male,Happy,rainy
LLF43WORFI4P28UD,moisture cream for middle aged adults bringing warmth in rainy weather,40-64,Male,Sad,rainy
QYLGE1PPBI581CH7,ladies waterproof boots for teenagers bringing simple in rainy weather,10-18,Female,neutral,rainy
1O4LR01YI6RKD22T,waterproof boots for young adults bringing comfort in rainy weather,18-39,Female,Angry,rainy
2CLSFP94TBPI7U36,tea pack for teenagers bringing simple in rainy weather,10-18,Female,neutral,rainy
D7KXSICKQODM4JSG,ladies moisture cream for teenagers bringing warmth in rainy weather,10-18,Female,Sad,rainy
AFISYVE1JZ4RRCME,umbrella for middle aged adults bringing comfort in rainy weather,40-64,Male,Angry,rainy
CIX8QC3AS9CZFKYQ,ladies winter jacket for young adults bringing simple in cold weather,18-39,Female,neutral,cold
FG4RVAIIL8TMAYYL,ladies thermal wear for kids bringing comfort in cold weather,Kids,Female,Angry,cold
QKRJ6454QTVXME8G,winter jacket for kids bringing comfort in cold weather,Kids,Male,Angry,cold
CDPFD8VYXFW6G60B,cozy beanie for teenagers bringing simple in cold weather,10-18,Female,neutral,cold
A3M1DSGPHWU2GXBQ,windbreaker for middle aged adults bringing delight in rainy weather,40-64,Female,Happy,rainy
7D363ZLG35UFHY4Q,warm hoodie for young adults bringing comfort in cold weather,18-39,Male,Angry,cold
5HPYWDB1YNKUI684,moisture cream for kids bringing delight in rainy weather,Kids,Female,Happy,rainy
3QPIBV5TC8VPCZFL,cozy beanie for young adults bringing delight in cold weather,18-39,Male,Happy,cold
ULMKP8XRDA8ATMK6,ladies hot coffee for young adults bringing delight in cold weather,18-39,Female,Happy,cold
LODKZL8AYO7A415T,thermal wear for middle aged adults bringing delight in cold weather,40-64,Male,Happy,cold
ORBOGXKU6R0E4IR7,ladies winter jacket for adults bringing comfort in cold weather,65+,Female,Angry,cold
JTNAVZUS1WCYYBU4,thermal wear for adults bringing simple in cold weather,65+,Male,neutral,cold
0L1261WSO8LP66OS,hot coffee for teenagers bringing delight in cold weather,10-18,Male,Happy,cold
D6CQO7EP4N90URRS,moisture cream for young adults bringing warmth in rainy weather,18-39,Male,Sad,rainy
P245OWYG3ZZPTXXW,hot coffee for kids bringing comfort in cold weather,Kids,Male,Angry,cold
1VNC9CFMCORGFF1Q,ladies raincoat for adults bringing delight in rainy weather,65+,Female,Happy,rainy
EAVFAVP1FZUKVSX9,ladies cozy beanie for middle aged adults bringing delight in cold weather,40-64,Female,Happy,cold
C7DEAEZ02LQA3EZ6,warm hoodie for adults bringing delight in cold weather,65+,Female,Happy,cold
EYFYEOOD491SJO7Y,warm hoodie for middle aged adults bringing delight in cold weather,40-64,Male,Happy,cold
WTK4104NMQVISX8Z,winter jacket for adults bringing simple in cold weather,65+,Male,neutral,cold
9MVOTMK0Q9US58KG,moisture cream for adults bringing simple in rainy weather,65+,Female,neutral,rainy
EBE35W2C7HOXYXM2,raincoat for young adults bringing warmth in rainy weather,18-39,Female,Sad,rainy
95XF8CEJSDTOOWY7,warm hoodie for middle aged adults bringing delight in cold weather,40-64,Male,Happy,cold
PRV3KTFC3OKIJ8X5,ladies umbrella for middle aged adults bringing warmth in rainy weather,40-64,Female,Sad,rainy
PNWAKUYGQKKH7YYQ,ladies umbrella for kids bringing delight in rainy weather,Kids,Female,Happy,rainy
1RVJVU7VW3LP9HQU,warm hoodie for kids bringing delight in cold weather,Kids,Male,Happy,cold
VDY5YJ5I14GQN8U0,moisture cream for adults bringing simple in rainy weather,65+,Male,neutral,rainy
LBCF5DL8XPZ6N62F,soft gloves for young adults bringing delight in cold weather,18-39,Male,Happy,cold
T3GPJRO7NSSH1IQM,waterproof boots for young adults bringing comfort in rainy weather,18-39,Male,Angry,rainy
MMX6934YX3AIL3MB,moisture cream for teenagers bringing comfort in rainy weather,10-18,Male,Angry,rainy
6IZU0TT4FEPUQFOA,tea pack for middle aged adults bringing warmth in rainy weather,40-64,Female,Sad,rainy
QR529R8VLA7D1AL2,cozy beanie for middle aged adults bringing warmth in cold weather,40-64,Female,Sad,cold
IY2G34WX2EEWCUQX,warm hoodie for middle aged adults bringing warmth in cold weather,40-64,Female,Sad,cold
7NQ9SE97Q7K0UK03,moisture cream for young adults bringing delight in rainy weather,18-39,Male,Happy,rainy
XNBWPDJ5JKUEJS6J,tea pack for adults bringing delight in rainy weather,65+,Male,Happy,rainy
OE8ZNGNEEB5UZJK0,ladies moisture cream for teenagers bringing delight in rainy weather,10-18,Female,Happy,rainy
WRCZZNQWILTK5SIJ,ladies soft gloves for adults bringing warmth in cold weather,65+,Female,Sad,cold
6BUPBMY4N59K0CSE,soft gloves for young adults bringing delight in cold weather,18-39,Male,Happy,cold
7KCIT7MX7Q60RMZQ,tea pack for kids bringing delight in rainy weather,Kids,Female,Happy,rainy
TOCYBX2BQDQ730GG,moisture cream for adults bringing simple in rainy weather,65+,Male,neutral,rainy
N8UOWN2Z0R72PU3S,raincoat for adults bringing warmth in rainy weather,65+,Female,Sad,rainy
BGREDMP0GLBX6F31,raincoat for teenagers bringing warmth in rainy weather,10-18,Female,Sad,rainy
2X3BX5T8IQ15S92N,moisture cream for middle aged adults bringing delight in rainy weather,40-64,Male,Happy,rainy
PNKXAMKK9K07K4OC,ladies warm hoodie for adults bringing warmth in cold weather,65+,Female,Sad,cold
MA5XHRYIAIR22WA4,ladies tea pack for middle aged adults bringing simple in rainy weather,40-64,Female,neutral,rainy
DPY4JK5T2A1C2Z8S,ladies hot coffee for kids bringing delight in cold weather,Kids,Female,Happy,cold
RT1EJ7HPHSMY3GVN,windbreaker for adults bringing warmth in rainy weather,65+,Female,Sad,rainy
UHFEBP41FGSPCK2K,winter jacket for teenagers bringing warmth in cold weather,10-18,Female,Sad,cold
82F35F0D7PNY1DQ4,windbreaker for teenagers bringing delight in rainy weather,10-18,Male,Happy,rainy
G4QK3FF9H7CT7C9D,tea pack for young adults bringing simple in rainy weather,18-39,Male,neutral,rainy
JXPCKBGIAE7GZKAF,raincoat for young adults bringing delight in rainy weather,18-39,Male,Happy,rainy
PRAAERQ7LXVSS07K,cozy beanie for adults bringing delight in cold weather,65+,Male,Happy,cold
NX55ES5XJJIU4WCO,umbrella for adults bringing warmth in rainy weather,65+,Female,Sad,rainy
84TFZ2WI86LMAGCL,ladies waterproof boots for adults bringing simple in rainy weather,65+,Female,neutral,rainy
A52S6NJ7M31E4NXF,tea pack for middle aged adults bringing comfort in rainy weather,40-64,Female,Angry,rainy
5SR87J7TXZ7TZJBT,winter jacket for kids bringing comfort in cold weather,Kids,Male,Angry,cold
G5H80257UKVWFRZ9,windbreaker for young adults bringing delight in rainy weather,18-39,Male,Happy,rainy
2GJWKH4V9NYR30FN,tea pack for middle aged adults bringing simple in rainy weather,40-64,Male,neutral,rainy
9RCDR4RNM6CXY590,hot coffee for teenagers bringing simple in cold weather,10-18,Male,neutral,cold
U5722TUQ02QKB6PF,cozy beanie for kids bringing simple in cold weather,Kids,Female,neutral,cold
UQOSHA6PXLPEZW37,waterproof boots for young adults bringing delight in rainy weather,18-39,Male,Happy,rainy
DMLE2G9CBK5Q9O2B,tea pack for young adults bringing delight in rainy weather,18-39,Male,Happy,rainy
KON7SYIA3G383U7T,waterproof boots for middle aged adults bringing warmth in rainy weather,40-64,Female,Sad,rainy
MQZ6463FNJ9PLWAY,waterproof boots for young adults bringing warmth in rainy weather,18-39,Male,Sad,rainy
H4UVCGHYVKEI0V6G,tea pack for kids bringing comfort in rainy weather,Kids,Male,Angry,rainy
YOIB7TSKPEQJWZPE,ladies raincoat for kids bringing warmth in rainy weather,Kids,Female,Sad,rainy
GJ6CTD5ZEELB4E6M,ladies windbreaker for adults bringing delight in rainy weather,65+,Female,Happy,rainy
3B1OGC2E8GUM5AEG,winter jacket for middle aged adults bringing delight in cold weather,40-64,Male,Happy,cold
RHMW3P0CLN2HAL83,warm hoodie for adults bringing comfort in cold weather,65+,Male,Angry,cold
2CVN2FTQ6GDSTDUS,warm hoodie for teenagers bringing warmth in cold weather,10-18,Female,Sad,cold
NQC51GKCZM5XTFIZ,cozy beanie for kids bringing comfort in cold weather,Kids,Female,Angry,cold
7ZX5B15IO3LJTX2R,tea pack for young adults bringing simple in rainy weather,18-39,Male,neutral,rainy
T1JBLHEO7MNQAHWY,ladies cozy beanie for kids bringing simple in cold weather,Kids,Female,neutral,cold
PKLJQ5JGLIH44HUU,tea pack for middle aged adults bringing delight in rainy weather,40-64,Male,Happy,rainy
QDLHF9I8J7E9C6SU,waterproof boots for teenagers bringing simple in rainy weather,10-18,Female,neutral,rainy
Z56R9RZ03NH74197,thermal wear for adults bringing comfort in cold weather,65+,Male,Angry,cold
X56VIFSOM7W7Z13M,cozy beanie for kids bringing delight in cold weather,Kids,Male,Happy,cold
YPPS2CAA3NTFJXKQ,windbreaker for kids bringing delight in rainy weather,Kids,Female,Happy,rainy
AR24D81BAHOFHF57,tea pack for kids bringing delight in rainy weather,Kids,Female,Happy,rainy
8AQR1YTLQMRL29SY,raincoat for adults bringing simple in rainy weather,65+,Male,neutral,rainy
XQ65KO2KMQ8CH1OM,warm hoodie for young adults bringing delight in cold weather,18-39,Male,Happy,cold
P0R0JZT30L00Z6ZC,ladies raincoat for teenagers bringing warmth in rainy weather,10-18,Female,Sad,rainy
VUHES79DVYEBNOZ2,winter jacket for middle aged adults bringing comfort in cold weather,40-64,Male,Angry,cold
GAY504KIKWITVAAG,waterproof boots for adults bringing comfort in rainy weather,65+,Male,Angry,rainy
2C5HNGK1UXJWYC2F,hot coffee for young adults bringing warmth in cold weather,18-39,Male,Sad,cold
6NSE596ZOHQTKFN8,cozy beanie for adults bringing simple in cold weather,65+,Female,neutral,cold
6RJIXEH0YRX6XSSF,raincoat for kids bringing comfort in rainy weather,Kids,Male,Angry,rainy
9LGARWDW0QUFESHR,raincoat for kids bringing simple in rainy weather,Kids,Female,neutral,rainy
701NUBT7H6R3G15K,thermal wear for kids bringing simple in cold weather,Kids,Female,neutral,cold
XGCYRUWTJYL4U3F5,ladies hot coffee for teenagers bringing delight in cold weather,10-18,Female,Happy,cold
7RPYUV1J6A894MJG,hot coffee for young adults bringing delight in cold weather,18-39,Male,Happy,cold
4ZWSZ0MYUTYENMU0,moisture cream for kids bringing warmth in rainy weather,Kids,Male,Sad,rainy
7IUP2BFSWCMMVJ9Y,windbreaker for young adults bringing warmth in rainy weather,18-39,Female,Sad,rainy
ETRTMWJ9S6E1AUQ6,windbreaker for teenagers bringing warmth in rainy weather,10-18,Female,Sad,rainy
4NEL8NIYQCWIQ1MW,hot coffee for kids bringing comfort in cold weather,Kids,Male,Angry,cold
XLXTBQQ7TYHV7092,umbrella for middle aged adults bringing comfort in rainy weather,40-64,Male,Angry,rainy
1ZOP28EANISLTND3,raincoat for kids bringing simple in rainy weather,Kids,Male,neutral,rainy
VA67K4BGIEYUAOVB,soft gloves for young adults bringing simple in cold weather,18-39,Male,neutral,cold
TDXXG2HRF4C9LOZ8,tea pack for middle aged adults bringing warmth in rainy weather,40-64,Female,Sad,rainy
074Q9SPEIGX4T909,winter jacket for adults bringing warmth in cold weather,65+,Female,Sad,cold
3ED7YWC8311WAESH,ladies soft gloves for middle aged adults bringing comfort in cold weather,40-64,Female,Angry,cold
YYBNQWM05FQZG5UC,windbreaker for teenagers bringing warmth in rainy weather,10-18,Female,Sad,rainy
G754E981QFABB5B1,moisture cream for middle aged adults bringing simple in rainy weather,40-64,Male,neutral,rainy
8RH8N9BR07D8W95Z,moisture cream for middle aged adults bringing warmth in rainy weather,40-64,Female,Sad,rainy
KRZBFQ4IXSUJNBAU,umbrella for adults bringing delight in rainy weather,65+,Female,Happy,rainy
X8QHVVPC5GCF0R2G,warm hoodie for middle aged adults bringing simple in cold weather,40-64,Female,neutral,cold
9STSBPSUD0JZ21WI,cozy beanie for middle aged adults bringing warmth in cold weather,40-64,Female,Sad,cold
SV02RCB6W8LY8PYR,hot coffee for kids bringing delight in cold weather,Kids,Male,Happy,cold
4NXEYY2J2NQU70CY,raincoat for kids bringing delight in rainy weather,Kids,Female,Happy,rainy
62BGWOS8KQGX7HBZ,windbreaker for young adults bringing warmth in rainy weather,18-39,Male,Sad,rainy
RSW8VOA14LKI98NR,ladies winter jacket for young adults bringing simple in cold weather,18-39,Female,neutral,cold
TQ6FRU4EF7HVYNI3,waterproof boots for young adults bringing warmth in rainy weather,18-39,Male,Sad,rainy
B9F706OVD242TTTQ,raincoat for teenagers bringing comfort in rainy weather,10-18,Male,Angry,rainy
IK2B9VEWRZ99EJYC,umbrella for adults bringing comfort in rainy weather,65+,Male,Angry,rainy
GD43IRC3YPEEB9OL,raincoat for kids bringing comfort in rainy weather,Kids,Male,Angry,rainy
7BB3T9ZSHI6QWBF5,thermal wear for teenagers bringing warmth in cold weather,10-18,Male,Sad,cold
YGSN7WDHHP6ZIVUP,thermal wear for adults bringing comfort in cold weather,65+,Male,Angry,cold
BGWB1S56MOG7IPM9,windbreaker for teenagers bringing simple in rainy weather,10-18,Male,neutral,rainy
HR9GNEA6EHTKZY4T,moisture cream for kids bringing simple in rainy weather,Kids,Male,neutral,rainy
R7Z4E8OKQCJJNIK2,ladies soft gloves for adults bringing delight in cold weather,65+,Female,Happy,cold
FDRWXJA954X45C7V,ladies windbreaker for teenagers bringing comfort in rainy weather,10-18,Female,Angry,rainy
YDCDIIHS2059JZ6E,raincoat for kids bringing comfort in rainy weather,Kids,Male,Angry,rainy
1OLL26JYD51A4Z32,tea pack for kids bringing simple in rainy weather,Kids,Female,neutral,rainy
7W9BT4ALLNT15A9Y,raincoat for young adults bringing warmth in rainy weather,18-39,Male,Sad,rainy
ORNDZJ74IV1ATG8U,thermal wear for adults bringing comfort in cold weather,65+,Male,Angry,cold
ILU4XLVHR9WZXYBJ,windbreaker for teenagers bringing comfort in rainy weather,10-18,Male,Angry,rainy
AVDJ2V9876ID9K5J,ladies raincoat for young adults bringing simple in rainy weather,18-39,Female,neutral,rainy
BNNXRWV1UJ1KTCIP,windbreaker for young adults bringing warmth in rainy weather,18-39,Male,Sad,rainy
8XWJT29NSFBPOPGJ,thermal wear for middle aged adults bringing comfort in cold weather,40-64,Female,Angry,cold
6QSVNX890RANEQGR,ladies waterproof boots for young adults bringing warmth in rainy weather,18-39,Female,Sad,rainy
XSFF6CJ9F5K1XZJY,ladies hot coffee for young adults bringing simple in cold weather,18-39,Female,neutral,cold
044UBQ0AW70G0823,tea pack for middle aged adults bringing simple in rainy weather,40-64,Male,neutral,rainy
KQA3COARQWRM81S1,soft gloves for young adults bringing comfort in cold weather,18-39,Female,Angry,cold
DL1CMY9O8NRDP20Q,ladies tea pack for adults bringing delight in rainy weather,65+,Female,Happy,rainy
4W07EZEQY6Z1YRW5,raincoat for middle aged adults bringing warmth in rainy weather,40-64,Male,Sad,rainy
2E0HPYU5KDNPM1I7,windbreaker for teenagers bringing warmth in rainy weather,10-18,Male,Sad,rainy
Z6N4TJ8QKHBPSFP0,hot coffee for middle aged adults bringing warmth in cold weather,40-64,Male,Sad,cold
WS34A45UC5FJDQ4F,raincoat for adults bringing simple in rainy weather,65+,Male,neutral,rainy
6ZILFW8EZK289POT,umbrella for young adults bringing delight in rainy weather,18-39,Male,Happy,rainy
IEZUJ43QORLBLWXU,waterproof boots for kids bringing delight in rainy weather,Kids,Male,Happy,rainy
K2LI84VJY0CMWG99,moisture cream for young adults bringing warmth in rainy weather,18-39,Female,Sad,rainy
3XPJHVEBKG60R3W7,umbrella for young adults bringing warmth in rainy weather,18-39,Female,Sad,rainy
QDQF0JRUB9KUYIF9,windbreaker for young adults bringing comfort in rainy weather,18-39,Male,Angry,rainy
RW96UC05NIUXEYSD,winter jacket for adults bringing delight in cold weather,65+,Male,Happy,cold
7L7L6XQ8M6AQU0A0,ladies moisture cream for kids bringing delight in rainy weather,Kids,Female,Happy,rainy
SOEO5K8GNJ13CH56,soft gloves for kids bringing comfort in cold weather,Kids,Male,Angry,cold
RAL3PF323LHCVFMA,soft gloves for kids bringing comfort in cold weather,Kids,Male,Angry,cold
BTARYP67APTQM99S,ladies windbreaker for middle aged adults bringing comfort in rainy weather,40-64,Female,Angry,rainy
G163BY2VKIZB79A8,umbrella for middle aged adults bringing warmth in rainy weather,40-64,Male,Sad,rainy
MVG9F7P1Z469H1G7,windbreaker for young adults bringing delight in rainy weather,18-39,Female,Happy,rainy
31IZACBN3XQZZS7O,thermal wear for teenagers bringing comfort in cold weather,10-18,Male,Angry,cold
X089P3OF8H802PBI,ladies hot coffee for adults bringing warmth in cold weather,65+,Female,Sad,cold
GDKAYUUEJP7IK0YN,warm hoodie for middle aged adults bringing delight in cold weather,40-64,Male,Happy,cold
Z6020A4QKINKNECR,umbrella for middle aged adults bringing warmth in rainy weather,40-64,Male,Sad,rainy
FXGPTAVWZ2ULOMRW,soft gloves for middle aged adults bringing warmth in cold weather,40-64,Male,Sad,cold
7STES5O18BF90WZY,cozy beanie for young adults bringing simple in cold weather,18-39,Male,neutral,cold
NYQACV4C6Q7RYX4H,tea pack for adults bringing delight in rainy weather,65+,Male,Happy,rainy
4VKTE8NSLTBP1B8F,ladies raincoat for middle aged adults bringing warmth in rainy weather,40-64,Female,Sad,rainy
468HOGQMWR0T4QO4,cozy beanie for teenagers bringing simple in cold weather,10-18,Female,neutral,cold
ANUGO2TMUNYWRJLM,thermal wear for middle aged adults bringing simple in cold weather,40-64,Female,neutral,cold
XXD3ONJ7JG19ABBY,moisture cream for young adults bringing comfort in rainy weather,18-39,Male,Angry,rainy
TAFUFQYHSQ0IHQVJ,windbreaker for middle aged adults bringing delight in rainy weather,40-64,Male,Happy,rainy
K1VDLL7PJO75F462,ladies windbreaker for teenagers bringing comfort in rainy weather,10-18,Female,Angry,rainy
UC9SO63XESYSBV8M,ladies tea pack for middle aged adults bringing comfort in rainy weather,40-64,Female,Angry,rainy
ODOTPW0CIRLLFFEU,moisture cream for young adults bringing delight in rainy weather,18-39,Male,Happy,rainy
H89Y10YPEXNC8UQE,cozy beanie for middle aged adults bringing simple in cold weather,40-64,Male,neutral,cold
IPEYROJPBEBHLTRW,cozy beanie for kids bringing comfort in cold weather,Kids,Male,Angry,cold
OJKB01W7CHAGPYN4,umbrella for adults bringing comfort in rainy weather,65+,Male,Angry,rainy
HF8B8J2XDPXHFX92,soft gloves for young adults bringing simple in cold weather,18-39,Male,neutral,cold
